delivery_partner_id,partner_name,vehicle_type,employment_type,avg_rating,is_active
DP02516,Shreya R,Bike,Part-time,4.16,Y
DP11406,Deepak B,Bike,Contract,4.21,Y
DP14538,Manoj H,Scooter,Contract,4.74,Y
DP04371,Pooja R,Car,Full-time,4.58,Y
DP10125,Santosh S,Bike,Part-time,4.27,Y
DP00439,Vikas U,Bike,Part-time,4.2,Y
DP04241,Pooja O,Scooter,Full-time,4.28,Y
DP12790,Rahul A,Cycle,Full-time,3.94,Y
DP01974,Nikhil O,Bike,Full-time,4.19,Y
DP06506,Ananya D,Scooter,Full-time,3.81,Y
DP05981,Priya S,Bike,Part-time,4.34,Y
DP04738,Deepak T,Bike,Full-time,4.22,Y
DP01405,Ravi V,Bike,Contract,3.53,Y
DP11536,Deepak Q,Bike,Contract,4.39,Y
DP07831,Nikhil K,Scooter,Part-time,3.99,Y
DP08052,Arjun G,Bike,Part-time,4.8,Y
DP09870,Divya R,Scooter,Part-time,3.85,Y
DP05606,Sneha Z,Scooter,Part-time,4.25,N
DP01749,Divya C,Bike,Full-time,4.22,Y
DP11991,Kiran Y,Scooter,Part-time,4.23,Y
DP11036,Kiran R,Cycle,Contract,4.14,Y
DP00069,Deepak H,Scooter,Full-time,3.93,Y
DP05555,Ananya I,Scooter,Full-time,4.07,N
DP10079,Manoj Y,Scooter,Full-time,4.1,N
DP14756,Divya P,Bike,Full-time,4.22,Y
DP05216,Divya B,Bike,Full-time,3.9,Y
DP02260,Meena J,Bike,Full-time,4.5,Y
DP14196,Ravi T,Cycle,Full-time,3.94,Y
DP07702,Meena Z,Cycle,Full-time,4.35,Y
DP06236,Vikas X,Car,Contract,4.42,Y
DP08920,Santosh U,Scooter,Full-time,3.58,Y
DP05898,Meena Z,Scooter,Full-time,4.24,Y
DP09754,Arjun K,Scooter,Part-time,4.2,Y
DP06113,Ravi A,Scooter,Full-time,4,Y
DP00128,Rahul S,Bike,Part-time,4.6,Y
DP05565,Priya R,Bike,Part-time,3.8,Y
DP02286,Rahul L,Car,Part-time,4.19,Y
DP03276,Suresh R,Bike,Full-time,4.31,Y
DP09239,Ananya L,Bike,Full-time,4.12,Y
DP09973,Deepak Z,Bike,Full-time,4.15,Y
DP14504,Deepak L,Scooter,Contract,4.35,Y
DP02113,Meena G,Scooter,Full-time,4.25,Y
DP00016,Santosh X,Bike,Part-time,3.77,Y
DP00711,Deepak K,Scooter,Full-time,3.98,Y
DP09027,Vikas I,Scooter,Full-time,3.56,Y
DP04198,Kiran R,Bike,Part-time,4.22,Y
DP13150,Deepak F,Scooter,Full-time,3.97,Y
DP12595,Neha E,Scooter,Contract,3.48,Y
DP09816,Kiran R,Scooter,Part-time,4.03,Y
DP02332,Ravi Y,Scooter,Full-time,4.13,Y
DP01290,Nikhil S,Scooter,Part-time,3.92,Y
DP06827,Ananya D,Bike,Full-time,4.52,Y
DP12951,Vikas F,Bike,Part-time,4.02,Y
DP14788,Shreya P,Cycle,Full-time,3.93,N
DP12382,Manoj K,Bike,Contract,4.21,Y
DP06407,Vikas P,Cycle,Full-time,4.21,Y
DP04560,Meena G,Scooter,Full-time,4.2,Y
DP12464,Neha M,Bike,Full-time,3.78,Y
DP04014,Rahul N,Cycle,Full-time,4.12,Y
DP13398,Santosh Y,Bike,Part-time,4.14,Y
DP11237,Neha L,Scooter,Full-time,3.89,Y
DP00173,Manoj O,Cycle,Part-time,4,Y
DP00072,Kiran O,Scooter,Full-time,4.3,Y
DP10635,Meena O,Bike,Full-time,3.99,Y
DP08203,Kiran W,Bike,Part-time,4.62,Y
DP07685,Amit N,Bike,Part-time,4.57,Y
DP05625,Pooja Z,Bike,Full-time,4.55,Y
DP02435,Shreya B,Car,Full-time,4.04,Y
DP13696,Shreya O,Bike,Part-time,4.35,N
DP05929,Rakesh C,Cycle,Contract,4.28,Y
DP02688,Manoj L,Scooter,Part-time,4.41,Y
DP02305,Meena N,Bike,Part-time,4.4,Y
DP10375,Santosh X,Scooter,Part-time,3.78,Y
DP00673,Priya J,Cycle,Part-time,4.28,Y
DP13573,Rakesh Y,Scooter,Part-time,4.28,Y
DP04183,Santosh H,Cycle,Full-time,3.8,N
DP07203,Rakesh E,Scooter,Contract,4.05,Y
DP08008,Pooja V,Scooter,Full-time,4.51,Y
DP09823,Rakesh C,Scooter,Part-time,4.79,Y
DP01456,Neha O,Scooter,Contract,3.85,Y
DP06040,Ravi P,Scooter,Contract,4.42,Y
DP01628,Pooja V,Bike,Part-time,4.33,Y
DP02244,Rahul N,Bike,Full-time,4.25,Y
DP08035,Amit A,Cycle,Full-time,4.11,Y
DP02418,Neha N,Bike,Full-time,3.87,Y
DP07239,Kiran I,Car,Full-time,3.95,Y
DP11579,Ananya E,Bike,Part-time,4.51,Y
DP10893,Ravi W,Scooter,Part-time,4.76,Y
DP04744,Deepak L,Bike,Full-time,3.91,Y
DP06261,Vikas U,Bike,Full-time,4.78,Y
DP02704,Deepak B,Scooter,Full-time,4.54,Y
DP07959,Nikhil Q,Scooter,Full-time,4,N
DP07331,Ravi I,Cycle,Part-time,3.94,Y
DP09424,Rakesh G,Scooter,Full-time,3.79,Y
DP13622,Vikas F,Scooter,Full-time,4.11,Y
DP03350,Nikhil E,Scooter,Full-time,4.26,Y
DP03094,Manoj D,Bike,Full-time,3.82,Y
DP00476,Kiran M,Scooter,Full-time,3.83,Y
DP11855,Vikas U,Bike,Full-time,4.66,Y
DP10344,Rakesh X,Bike,Part-time,4.65,Y
DP14768,Manoj L,Scooter,Part-time,4.37,Y
DP10249,Ravi O,Bike,Full-time,4.07,Y
DP05448,Vikas S,Bike,Contract,4.63,Y
DP02058,Amit H,Scooter,Full-time,3.85,Y
DP12868,Meena G,Scooter,Part-time,4.06,Y
DP00314,Manoj E,Scooter,Contract,4.38,Y
DP05589,Shreya O,Bike,Full-time,3.85,N
DP08529,Meena G,Scooter,Part-time,4.35,Y
DP11449,Sneha S,Scooter,Contract,3.84,Y
DP07899,Pooja R,Scooter,Full-time,4.45,Y
DP04657,Rakesh W,Cycle,Part-time,3.98,N
DP02783,Meena F,Bike,Full-time,4.43,Y
DP14126,Shreya T,Car,Contract,4.22,Y
DP01839,Rakesh H,Scooter,Part-time,4.25,Y
DP01168,Pooja X,Car,Contract,3.89,N
DP11721,Santosh O,Scooter,Full-time,4.46,Y
DP07130,Pooja A,Bike,Full-time,3.69,Y
DP00284,Nikhil L,Scooter,Full-time,4.01,Y
DP00399,Shreya F,Cycle,Contract,4.86,Y
DP03641,Amit Y,Bike,Part-time,3.95,N
DP06897,Deepak B,Bike,Contract,4.42,Y
DP06621,Deepak Y,Scooter,Part-time,4.44,Y
DP05099,Neha I,Scooter,Part-time,4.9,Y
DP00679,Neha D,Bike,Full-time,3.69,Y
DP10236,Shreya U,Cycle,Contract,3.66,Y
DP02215,Arjun Z,Scooter,Part-time,4.56,Y
DP06032,Deepak D,Cycle,Full-time,4.24,Y
DP14123,Arjun D,Scooter,Part-time,4.27,N
DP13678,Arjun T,Scooter,Contract,4.14,Y
DP06950,Shreya S,Bike,Full-time,4.45,Y
DP05381,Sneha S,Scooter,Contract,3.72,Y
DP06778,Sneha J,Cycle,Part-time,4.47,Y
DP03522,Neha K,Bike,Full-time,4.27,Y
DP00681,Shreya R,Scooter,Full-time,4.64,Y
DP07837,Manoj T,Bike,Contract,3.5,Y
DP11553,Ravi L,Scooter,Contract,3.59,Y
DP07385,Priya H,Cycle,Contract,4.61,Y
DP10238,Divya Q,Bike,Part-time,3.94,Y
DP04365,Ananya O,Bike,Full-time,4.21,Y
DP06098,Meena D,Bike,Part-time,4.07,Y
DP01875,Amit H,Scooter,Full-time,4.54,Y
DP13474,Manoj C,Bike,Full-time,3.98,Y
DP00331,Ananya C,Cycle,Full-time,3.79,N
DP05139,Rakesh Y,Scooter,Full-time,4.26,Y
DP07222,Rakesh G,Bike,Full-time,3.99,Y
DP07297,Vikas Y,Bike,Contract,4.07,Y
DP14644,Meena Q,Bike,Part-time,3.58,Y
DP09186,Arjun Z,Scooter,Contract,4.57,Y
DP03731,Rahul F,Scooter,Full-time,4.8,Y
DP02651,Deepak Y,Bike,Full-time,4.13,Y
DP07319,Nikhil I,Scooter,Part-time,4.26,Y
DP01096,Suresh Z,Cycle,Full-time,4.25,Y
DP14608,Ananya G,Scooter,Full-time,4.17,Y
DP02957,Sneha O,Bike,Contract,4.57,Y
DP04072,Rakesh X,Cycle,Full-time,3.83,Y
DP01384,Amit C,Bike,Full-time,4.74,Y
DP10819,Suresh V,Cycle,Full-time,3.76,Y
DP04568,Arjun R,Cycle,Full-time,4.39,Y
DP09775,Ananya Y,Bike,Part-time,4.15,Y
DP10180,Santosh Z,Bike,Part-time,4.23,Y
DP05939,Priya M,Cycle,Full-time,3.96,Y
DP02935,Divya V,Bike,Part-time,3.81,Y
DP04601,Amit A,Scooter,Full-time,4.09,Y
DP09952,Shreya V,Scooter,Part-time,3.99,Y
DP13701,Neha Z,Scooter,Contract,4.33,N
DP09604,Kiran L,Cycle,Full-time,4.12,Y
DP08335,Rakesh D,Scooter,Full-time,3.89,Y
DP02981,Manoj B,Bike,Full-time,3.98,Y
DP06907,Nikhil U,Scooter,Full-time,3.83,Y
DP09535,Kiran W,Bike,Full-time,5,Y
DP11929,Deepak Z,Cycle,Full-time,3.8,Y
DP05205,Meena G,Scooter,Full-time,4.02,N
DP03477,Meena T,Scooter,Full-time,4.45,Y
DP09347,Nikhil A,Scooter,Part-time,4.15,N
DP04043,Suresh U,Bike,Part-time,4.14,Y
DP07217,Amit X,Scooter,Full-time,4.7,Y
DP10054,Sneha G,Bike,Full-time,4.03,Y
DP01436,Ravi U,Cycle,Full-time,3.8,Y
DP03516,Ananya Z,Scooter,Full-time,4.13,Y
DP14545,Rahul M,Scooter,Full-time,3.82,Y
DP11589,Manoj O,Cycle,Full-time,4.19,Y
DP09817,Amit M,Cycle,Part-time,4.08,Y
DP01742,Santosh T,Bike,Contract,4.32,Y
DP05179,Deepak Y,Scooter,Part-time,4.64,Y
DP09571,Arjun W,Cycle,Part-time,4.33,Y
DP11822,Divya Q,Scooter,Full-time,4.08,Y
DP06425,Shreya B,Bike,Full-time,4.23,N
DP04691,Arjun X,Scooter,Part-time,4.22,Y
DP00201,Vikas P,Bike,Part-time,4.34,N
DP06962,Kiran Y,Bike,Contract,4.18,N
DP07323,Rakesh Y,Scooter,Full-time,4.75,Y
DP12801,Vikas T,Bike,Full-time,4.34,Y
DP06899,Pooja J,Bike,Full-time,4.01,Y
DP06410,Rakesh P,Scooter,Part-time,4.48,Y
DP11332,Ananya W,Scooter,Full-time,4.95,Y
DP06022,Meena H,Scooter,Part-time,3.8,Y
DP14180,Amit P,Scooter,Contract,4.47,Y
DP02828,Priya D,Bike,Contract,4.28,N
DP02727,Rakesh Y,Scooter,Full-time,4.31,Y
DP08964,Shreya D,Bike,Contract,3.86,Y
DP14368,Rakesh E,Bike,Contract,3.6,Y
DP05175,Santosh Q,Scooter,Full-time,4.43,Y
DP00617,Ananya M,Cycle,Full-time,4.59,Y
DP08924,Manoj K,Cycle,Full-time,3.91,Y
DP00826,Priya F,Scooter,Full-time,3.88,N
DP00424,Nikhil H,Scooter,Part-time,4.61,Y
DP13805,Nikhil G,Bike,Part-time,4.41,Y
DP13006,Neha O,Scooter,Full-time,4.15,Y
DP13757,Rahul J,Bike,Full-time,4.45,Y
DP11598,Meena B,Bike,Contract,3.76,Y
DP14897,Divya O,Scooter,Full-time,4.19,Y
DP11852,Deepak U,Scooter,Full-time,4.33,Y
DP14394,Manoj I,Bike,Full-time,4.19,Y
DP05287,Meena G,Scooter,Full-time,4.59,Y
DP09364,Neha Z,Car,Full-time,4.41,Y
DP01451,Meena G,Scooter,Full-time,4.38,Y
DP04725,Santosh M,Scooter,Full-time,4.16,Y
DP09182,Vikas B,Scooter,Part-time,3.95,Y
DP00099,Divya X,Bike,Contract,4.55,Y
DP07661,Priya X,Cycle,Part-time,4.07,Y
DP12963,Manoj N,Bike,Full-time,3.56,Y
DP14920,Pooja A,Scooter,Full-time,4.23,Y
DP00899,Pooja I,Scooter,Contract,4.54,Y
DP08905,Deepak V,Cycle,Full-time,4.01,Y
DP12442,Meena X,Cycle,Full-time,4.12,Y
DP02430,Rahul X,Cycle,Contract,4.07,Y
DP03497,Sneha M,Cycle,Full-time,3.95,Y
DP11236,Ravi Y,Bike,Full-time,4.23,Y
DP13231,Amit H,Scooter,Full-time,4.16,Y
DP08820,Amit Q,Bike,Part-time,4.11,Y
DP11670,Amit U,Bike,Full-time,4.47,Y
DP09658,Divya L,Bike,Full-time,3.74,N
DP05494,Manoj E,Bike,Part-time,3.94,Y
DP00964,Manoj O,Scooter,Contract,3.68,Y
DP05951,Divya P,Scooter,Part-time,3.44,Y
DP04508,Amit H,Car,Contract,4.03,Y
DP06094,Sneha Q,Bike,Contract,4.37,Y
DP00050,Meena B,Bike,Full-time,3.76,Y
DP04894,Divya X,Scooter,Contract,4.37,Y
DP04761,Priya X,Scooter,Full-time,4.16,Y
DP00753,Meena T,Bike,Part-time,4.69,Y
DP07670,Divya B,Scooter,Contract,4.34,Y
DP07000,Kiran N,Car,Full-time,4.1,Y
DP04495,Pooja E,Scooter,Full-time,4.43,N
DP07850,Vikas R,Scooter,Full-time,4.19,Y
DP11485,Meena G,Bike,Contract,3.81,Y
DP11759,Amit R,Scooter,Full-time,4.05,Y
DP02659,Meena O,Bike,Full-time,4.39,N
DP05514,Sneha U,Scooter,Part-time,4.31,N
DP06303,Vikas C,Cycle,Part-time,4.29,Y
DP05440,Pooja I,Cycle,Part-time,4.88,Y
DP06696,Suresh J,Scooter,Full-time,4.6,Y
DP07116,Priya H,Bike,Part-time,3.93,N
DP14473,Rahul L,Bike,Contract,4.06,Y
DP11640,Rakesh W,Bike,Contract,4.16,N
DP10018,Shreya G,Car,Full-time,4.06,Y
DP14313,Manoj L,Cycle,Contract,3.65,N
DP04789,Santosh W,Scooter,Full-time,4.05,Y
DP08516,Ananya B,Scooter,Part-time,4.22,Y
DP11031,Arjun W,Bike,Full-time,4.06,Y
DP03095,Rahul F,Cycle,Full-time,3.87,Y
DP10619,Santosh I,Scooter,Part-time,4.07,Y
DP12754,Sneha L,Bike,Full-time,3.75,Y
DP13153,Shreya M,Bike,Part-time,4.14,Y
DP09606,Nikhil H,Bike,Contract,4.57,Y
DP00654,Meena L,Bike,Part-time,3.86,N
DP11659,Ravi X,Scooter,Part-time,4.3,Y
DP13359,Rakesh T,Bike,Full-time,4.23,Y
DP00129,Priya O,Scooter,Part-time,3.89,Y
DP06891,Rahul O,Cycle,Contract,4.26,Y
DP01799,Vikas Z,Cycle,Part-time,3.97,N
DP07065,Santosh T,Cycle,Full-time,4.07,Y
DP09038,Ravi E,Bike,Full-time,3.96,Y
DP00634,Vikas T,Scooter,Full-time,4.26,Y
DP14193,Manoj M,Scooter,Full-time,4.28,Y
DP11042,Kiran G,Scooter,Part-time,4.4,Y
DP04935,Divya U,Scooter,Full-time,4.21,Y
DP06680,Rahul S,Cycle,Contract,3.7,N
DP00339,Nikhil Q,Scooter,Full-time,4.23,Y
DP05968,Suresh E,Scooter,Part-time,4.4,Y
DP13097,Amit W,Scooter,Full-time,4.56,Y
DP04945,Pooja G,Bike,Full-time,3.74,Y
DP00397,Divya J,Bike,Part-time,4.14,N
DP07076,Priya I,Bike,Part-time,4.15,N
DP08127,Rakesh P,Bike,Part-time,4.43,Y
DP01723,Priya P,Scooter,Full-time,3.86,Y
DP03575,Manoj A,Scooter,Full-time,3.98,Y
DP06419,Suresh D,Scooter,Contract,4.65,Y
DP02471,Shreya D,Scooter,Contract,4.29,Y
DP14701,Priya B,Cycle,Part-time,4.14,Y
DP09105,Divya E,Scooter,Contract,3.87,Y
DP09525,Vikas K,Cycle,Contract,4.37,Y
DP07261,Meena D,Cycle,Contract,4.42,Y
DP04369,Kiran I,Bike,Full-time,4.55,Y
DP05201,Manoj P,Scooter,Full-time,4.15,Y
DP09764,Meena R,Scooter,Full-time,4.77,Y
DP11100,Rahul E,Bike,Contract,4.05,Y
DP08732,Kiran E,Cycle,Full-time,4.35,Y
DP13496,Santosh R,Cycle,Contract,3.58,Y
DP00029,Ravi E,Scooter,Full-time,3.85,Y
DP09001,Pooja D,Cycle,Full-time,3.55,Y
DP07559,Santosh K,Cycle,Contract,3.86,Y
DP00315,Kiran O,Bike,Full-time,4.11,Y
DP10403,Manoj O,Cycle,Full-time,3.83,Y
DP08284,Rakesh T,Bike,Full-time,3.78,Y
DP14067,Shreya M,Bike,Part-time,3.9,Y
DP12477,Deepak I,Scooter,Full-time,4.26,Y
DP14330,Ananya W,Bike,Full-time,3.73,Y
DP07341,Priya E,Scooter,Full-time,3.94,Y
DP04558,Meena Q,Scooter,Full-time,4.1,Y
DP09684,Rakesh B,Scooter,Contract,4.06,Y
DP09624,Neha C,Scooter,Full-time,4.29,Y
DP03464,Arjun K,Cycle,Contract,4.77,Y
DP11327,Meena E,Bike,Part-time,4.46,Y
DP02756,Neha X,Scooter,Full-time,4.08,Y
DP03381,Rahul T,Bike,Contract,3.86,N
DP13556,Rakesh B,Bike,Contract,4.59,Y
DP01202,Suresh B,Bike,Full-time,3.94,Y
DP06909,Priya T,Bike,Contract,4.01,Y
DP07904,Divya M,Scooter,Contract,4.68,Y
DP06926,Divya B,Scooter,Full-time,4.17,Y
DP11478,Shreya S,Scooter,Part-time,4.1,Y
DP14315,Shreya C,Car,Part-time,4.24,Y
DP14146,Ananya A,Scooter,Contract,4.13,Y
DP06003,Deepak F,Car,Contract,3.97,Y
DP00702,Ananya Y,Bike,Part-time,4.11,Y
DP05130,Divya H,Scooter,Full-time,4.05,Y
DP14905,Suresh Y,Cycle,Part-time,4.19,Y
DP04104,Arjun H,Scooter,Full-time,4.71,Y
DP12515,Ravi K,Bike,Part-time,4.54,Y
DP00184,Divya R,Bike,Full-time,4.82,Y
DP09629,Santosh N,Bike,Part-time,4.01,Y
DP11095,Priya E,Bike,Part-time,4.22,N
DP13324,Vikas X,Scooter,Contract,4.36,N
DP05830,Sneha G,Bike,Full-time,4.5,Y
DP14474,Kiran Y,Cycle,Part-time,4.51,Y
DP05556,Pooja G,Scooter,Contract,3.54,Y
DP14342,Meena N,Bike,Full-time,4.46,Y
DP14670,Arjun W,Bike,Full-time,4.99,N
DP13436,Priya L,Bike,Full-time,4.35,Y
DP08433,Priya C,Bike,Contract,4.15,Y
DP05316,Arjun A,Bike,Full-time,4.18,Y
DP08946,Meena E,Scooter,Part-time,4.32,Y
DP08542,Arjun T,Scooter,Full-time,4.33,Y
DP10560,Deepak K,Bike,Full-time,4.31,Y
DP08057,Priya G,Scooter,Full-time,4.12,Y
DP07362,Amit K,Car,Full-time,4.41,Y
DP06031,Rakesh B,Car,Full-time,4.4,Y
DP02047,Amit S,Scooter,Full-time,3.99,Y
DP03089,Rahul E,Bike,Full-time,4,Y
DP05610,Vikas P,Cycle,Full-time,3.88,Y
DP08929,Priya K,Bike,Full-time,3.93,Y
DP03019,Sneha E,Bike,Part-time,4.48,Y
DP03179,Ravi A,Bike,Contract,4.1,Y
DP00321,Vikas X,Scooter,Part-time,4.56,Y
DP09163,Ravi S,Bike,Part-time,4.09,Y
DP06923,Deepak C,Bike,Full-time,4.25,Y
DP00065,Vikas F,Bike,Full-time,4.14,Y
DP11512,Suresh S,Cycle,Contract,4.5,Y
DP04263,Kiran B,Scooter,Full-time,4.05,Y
DP11012,Manoj D,Car,Full-time,4.25,Y
DP10163,Vikas W,Cycle,Full-time,3.96,Y
DP06442,Shreya K,Scooter,Part-time,4.23,Y
DP10899,Neha N,Scooter,Contract,4,Y
DP11093,Santosh Z,Cycle,Contract,3.85,Y
DP11218,Suresh A,Bike,Contract,4.44,Y
DP13253,Neha V,Scooter,Contract,4.34,Y
DP02773,Ananya M,Scooter,Part-time,4.83,Y
DP02147,Meena X,Car,Part-time,4.69,Y
DP04941,Shreya W,Car,Full-time,4.16,Y
DP06686,Suresh B,Bike,Contract,4.43,Y
DP13641,Amit Z,Bike,Part-time,4.18,Y
DP09059,Manoj R,Scooter,Contract,3.8,Y
DP08149,Suresh T,Bike,Part-time,4.26,Y
DP12639,Neha T,Cycle,Full-time,4.44,Y
DP06013,Neha M,Bike,Full-time,4.68,Y
DP12993,Ananya M,Scooter,Part-time,4.04,Y
DP14898,Arjun P,Bike,Full-time,3.92,Y
DP06175,Nikhil B,Scooter,Full-time,3.85,N
DP01302,Neha Y,Bike,Part-time,4.05,Y
DP03393,Amit F,Bike,Full-time,3.99,N
DP08922,Ravi I,Scooter,Contract,4.03,Y
DP03297,Ravi J,Bike,Contract,4.55,Y
DP00019,Ananya C,Scooter,Full-time,4.41,Y
DP00788,Neha M,Scooter,Full-time,3.87,Y
DP07391,Pooja T,Scooter,Contract,4.78,Y
DP12352,Meena W,Cycle,Part-time,4.16,Y
DP09723,Ravi U,Scooter,Contract,4.39,Y
DP12421,Sneha K,Scooter,Full-time,4.13,N
DP06895,Vikas W,Bike,Part-time,4.33,Y
DP04311,Neha T,Scooter,Full-time,3.92,Y
DP02615,Divya D,Bike,Full-time,4.34,Y
DP08097,Nikhil H,Bike,Full-time,4.57,Y
DP08221,Vikas B,Car,Part-time,3.7,Y
DP13362,Amit K,Scooter,Full-time,4.45,Y
DP00264,Rakesh Q,Bike,Part-time,4.05,N
DP12969,Meena J,Bike,Full-time,4.24,Y
DP13886,Ravi G,Scooter,Part-time,4.08,Y
DP08025,Rakesh F,Bike,Part-time,4.18,Y
DP07561,Suresh A,Bike,Full-time,3.65,Y
DP05059,Shreya G,Cycle,Part-time,4.02,Y
DP01952,Ravi K,Scooter,Full-time,4.77,N
DP04532,Vikas J,Bike,Contract,4.12,N
DP11248,Priya Z,Bike,Part-time,4.07,Y
DP14131,Santosh P,Bike,Part-time,4.48,Y
DP06205,Shreya S,Scooter,Contract,4.34,Y
DP04162,Rahul R,Scooter,Full-time,4.16,N
DP04522,Suresh I,Bike,Part-time,4.28,N
DP02461,Suresh Q,Scooter,Full-time,3.94,Y
DP02945,Vikas W,Bike,Full-time,3.8,Y
DP13558,Ravi O,Bike,Full-time,4.47,Y
DP06723,Rakesh F,Bike,Full-time,4.51,Y
DP01140,Ravi I,Bike,Full-time,4.2,Y
DP09095,Shreya Z,Scooter,Part-time,4.32,Y
DP10680,Amit X,Car,Full-time,4.39,Y
DP04721,Arjun W,Scooter,Part-time,4.47,Y
DP09783,Shreya A,Scooter,Contract,4.28,Y
DP05172,Manoj H,Bike,Part-time,4.57,Y
DP05449,Manoj U,Cycle,Full-time,4.53,Y
DP09184,Nikhil U,Bike,Full-time,4.14,N
DP08717,Arjun I,Scooter,Full-time,4.46,Y
DP10641,Neha T,Cycle,Full-time,4.04,Y
DP05942,Priya H,Bike,Full-time,4.44,Y
DP13632,Divya F,Scooter,Full-time,4.26,Y
DP05728,Priya U,Scooter,Full-time,4.24,Y
DP09673,Kiran K,Scooter,Part-time,4.42,Y
DP09516,Deepak M,Bike,Part-time,4.21,Y
DP02835,Arjun X,Scooter,Full-time,4.23,Y
DP00557,Deepak G,Bike,Part-time,4.32,Y
DP14369,Santosh H,Scooter,Full-time,3.93,Y
DP02073,Sneha D,Scooter,Full-time,3.5,Y
DP08110,Amit H,Scooter,Part-time,4.9,Y
DP09718,Vikas T,Bike,Full-time,4.41,Y
DP00504,Amit M,Cycle,Part-time,4.47,Y
DP06004,Rakesh W,Cycle,Full-time,4.45,Y
DP06540,Nikhil A,Car,Part-time,4.31,Y
DP04090,Rahul C,Scooter,Part-time,3.64,Y
DP14828,Amit O,Cycle,Contract,4.16,N
DP11607,Ravi L,Scooter,Full-time,4.33,Y
DP09731,Neha N,Bike,Part-time,4.56,Y
DP06475,Deepak Y,Bike,Full-time,4.13,Y
DP04438,Neha N,Cycle,Full-time,4.05,Y
DP04812,Neha D,Scooter,Part-time,4.5,Y
DP10290,Rahul L,Scooter,Contract,4.14,Y
DP04555,Arjun W,Scooter,Part-time,4.57,Y
DP12338,Amit T,Bike,Contract,3.91,Y
DP07896,Deepak D,Scooter,Part-time,4.16,Y
DP13370,Amit F,Bike,Contract,4.39,N
DP06728,Kiran Y,Bike,Part-time,3.89,Y
DP13388,Priya V,Scooter,Contract,4.64,Y
DP08602,Manoj C,Bike,Full-time,4.32,Y
DP08496,Neha M,Cycle,Full-time,4.27,Y
DP06526,Ravi D,Scooter,Full-time,4.05,Y
DP02746,Sneha P,Scooter,Full-time,3.82,Y
DP06753,Suresh J,Bike,Full-time,4.2,Y
DP04122,Divya P,Scooter,Part-time,4.27,N
DP14913,Manoj K,Cycle,Full-time,4.33,Y
DP09552,Manoj C,Cycle,Part-time,4.44,Y
DP14302,Nikhil W,Scooter,Part-time,4.26,Y
DP00571,Suresh I,Bike,Full-time,3.93,Y
DP03826,Ravi M,Scooter,Part-time,4.34,Y
DP08953,Ravi Z,Scooter,Part-time,4.34,Y
DP13553,Suresh A,Car,Full-time,3.91,Y
DP09197,Rahul K,Cycle,Full-time,4.19,Y
DP03204,Nikhil N,Bike,Full-time,4.13,N
DP07345,Rahul V,Scooter,Part-time,3.68,Y
DP12492,Shreya F,Scooter,Full-time,4.09,Y
DP00134,Suresh F,Scooter,Part-time,4.54,N
DP06591,Suresh M,Bike,Part-time,4.22,N
DP05987,Suresh W,Car,Contract,4.65,Y
DP09386,Rahul Z,Bike,Contract,4.85,N
DP14736,Sneha R,Scooter,Contract,4.44,Y
DP00138,Kiran M,Cycle,Contract,4.18,Y
DP05277,Ravi Z,Scooter,Full-time,4.27,Y
DP07741,Arjun H,Cycle,Contract,4.49,Y
DP08020,Priya M,Cycle,Full-time,4.52,N
DP08899,Santosh I,Scooter,Part-time,4.28,Y
DP11272,Kiran K,Scooter,Full-time,4.37,Y
DP08632,Pooja N,Bike,Part-time,3.66,Y
DP14778,Nikhil B,Cycle,Contract,3.96,Y
DP07709,Kiran C,Scooter,Contract,4.12,Y
DP12393,Deepak Q,Bike,Full-time,3.86,Y
DP12031,Priya O,Scooter,Part-time,4.55,Y
DP07730,Deepak Z,Bike,Contract,4.67,Y
DP04920,Amit C,Bike,Contract,3.98,Y
DP11700,Kiran N,Bike,Contract,4.39,Y
DP14494,Pooja G,Bike,Part-time,4.06,Y
DP13377,Priya K,Cycle,Part-time,4.17,Y
DP08981,Sneha I,Bike,Part-time,4.18,N
DP06240,Neha Q,Scooter,Contract,3.78,N
DP06103,Arjun U,Cycle,Full-time,4.58,Y
DP01510,Suresh E,Bike,Contract,4.49,Y
DP02466,Nikhil J,Scooter,Part-time,4.62,Y
DP02932,Amit B,Cycle,Full-time,4.36,Y
DP08489,Sneha R,Cycle,Full-time,4.13,Y
DP13980,Shreya X,Scooter,Contract,4.86,Y
DP02549,Santosh C,Bike,Full-time,3.88,Y
DP08897,Nikhil H,Bike,Full-time,4.36,Y
DP10734,Pooja C,Cycle,Contract,3.67,Y
DP14511,Kiran Y,Bike,Part-time,4.63,Y
DP13376,Sneha Q,Car,Contract,4.64,Y
DP03930,Rahul P,Bike,Part-time,4.37,N
DP06954,Neha E,Scooter,Full-time,4.27,Y
DP12416,Rahul E,Scooter,Contract,4.55,Y
DP09725,Meena W,Bike,Contract,4.01,N
DP05852,Manoj B,Scooter,Contract,4.75,N
DP04687,Shreya N,Scooter,Part-time,4.11,N
DP00291,Sneha M,Scooter,Part-time,3.83,Y
DP00101,Manoj T,Cycle,Contract,3.91,Y
DP05562,Suresh D,Bike,Full-time,4.17,Y
DP06761,Amit E,Cycle,Contract,3.65,Y
DP08185,Pooja V,Bike,Contract,4.28,Y
DP04845,Neha W,Scooter,Full-time,4.49,Y
DP01420,Deepak T,Car,Full-time,4.06,Y
DP01975,Nikhil B,Bike,Part-time,3.89,Y
